"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"220","2600","10","0.09","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","318","6696","109","0.095"
"223","2600","10","0.12","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","243","5935","896","0.125"
"219","2600","10","0.08","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","397","6701","88","0.085"
"225","2600","10","0.14","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","206","6026","788","0.14500000000000002"
"224","2600","10","0.13","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","216","6456","378","0.135"
"226","2600","10","0.15","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","216","3778","3027","0.155"
"227","2600","10","0.16","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","196","3654","3185","0.165"
"218","2600","10","0.07","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","422","6802","0","0.07500000000000001"
"232","2600","10","0","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","36","0","0","0.005"
"233","2600","10","0.01","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","59","0","0","0.015"
"228","2600","10","0.17","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","169","4398","2431","0.17500000000000002"
"229","2600","10","0.18","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","158","5449","1386","0.185"
"231","2600","10","0.2","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","147","4839","1955","0.20500000000000002"
"230","2600","10","0.19","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","149","5245","1579","0.195"
"234","2600","10","0.02","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","128","0","0","0.025"
"235","2600","10","0.03","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","132","0","0","0.034999999999999996"
"174","2600","10","0.05","0","1600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1186","6795","0","0.055"
"217","2600","10","0.06","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","629","6808","0","0.065"
"241","2600","10","0.09","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","332","6782","30","0.095"
"240","2600","10","0.08","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","372","6824","0","0.085"
"242","2600","10","0.1","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","340","5805","1019","0.10500000000000001"
"239","2600","10","0.07","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","421","6807","0","0.07500000000000001"
"243","2600","10","0.11","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","247","6739","87","0.115"
"244","2600","10","0.12","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","239","5736","1059","0.125"
"245","2600","10","0.13","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","221","5922","870","0.135"
"246","2600","10","0.14","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","198","6492","378","0.14500000000000002"
"195","2600","10","0.05","0","1800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1047","6800","0","0.055"
"247","2600","10","0.15","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","202","5213","1583","0.155"
"248","2600","10","0.16","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","173","6520","344","0.165"
"253","2600","10","0","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","45","0","0","0.005"
"250","2600","10","0.18","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","152","6336","495","0.185"
"254","2600","10","0.01","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","71","0","0","0.015"
"251","2600","10","0.19","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","152","6178","664","0.195"
"249","2600","10","0.17","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","189","4221","2606","0.17500000000000002"
"252","2600","10","0.2","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","152","3887","2946","0.20500000000000002"
"255","2600","10","0.02","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","87","0","0","0.025"
"256","2600","10","0.03","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","153","0","0","0.034999999999999996"
"238","2600","10","0.06","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","588","6814","0","0.065"
"262","2600","10","0.09","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","313","6806","0","0.095"
"263","2600","10","0.1","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","268","6763","40","0.10500000000000001"
"261","2600","10","0.08","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","387","6819","0","0.085"
"260","2600","10","0.07","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","449","6811","0","0.07500000000000001"
"264","2600","10","0.11","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","254","6801","17","0.115"
"265","2600","10","0.12","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","228","6773","45","0.125"
"266","2600","10","0.13","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","209","6586","233","0.135"
"267","2600","10","0.14","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","209","5849","977","0.14500000000000002"
"269","2600","10","0.16","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","179","6345","455","0.165"
"268","2600","10","0.15","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","213","4874","1923","0.155"
"270","2600","10","0.17","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","166","5859","942","0.17500000000000002"
"271","2600","10","0.18","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","153","6096","719","0.185"
"274","2600","10","0","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","54","0","0","0.005"
"273","2600","10","0.2","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","140","5355","1439","0.20500000000000002"
"275","2600","10","0.01","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","70","0","0","0.015"
"272","2600","10","0.19","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","158","5389","1467","0.195"
"259","2600","10","0.06","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","581","6794","0","0.065"
"216","2600","10","0.05","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1143","6804","0","0.055"
"276","2600","10","0.02","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","90","0","0","0.025"
"277","2600","10","0.03","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","146","0","0","0.034999999999999996"
"283","2600","10","0.09","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","313","6800","0","0.095"
"237","2600","10","0.05","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1092","6801","0","0.055"
"282","2600","10","0.08","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","374","6809","0","0.085"
"281","2600","10","0.07","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","428","6841","0","0.07500000000000001"
"284","2600","10","0.1","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","274","6827","0","0.10500000000000001"
"286","2600","10","0.12","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","234","6540","251","0.125"
"285","2600","10","0.11","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","279","6222","597","0.115"
"287","2600","10","0.13","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","219","6027","778","0.135"
"289","2600","10","0.15","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","181","6627","193","0.155"
"288","2600","10","0.14","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","206","5928","861","0.14500000000000002"
"290","2600","10","0.16","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","193","5018","1809","0.165"
"291","2600","10","0.17","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","168","5596","1253","0.17500000000000002"
"295","2600","10","0","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","35","0","0","0.005"
"292","2600","10","0.18","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","165","4852","2060","0.185"
"293","2600","10","0.19","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","156","5058","1779","0.195"
"294","2600","10","0.2","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","141","6191","618","0.20500000000000002"
"280","2600","10","0.06","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","611","6808","0","0.065"
"296","2600","10","0.01","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","53","0","0","0.015"
"297","2600","10","0.02","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","87","0","0","0.025"
"298","2600","10","0.03","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","202","0","0","0.034999999999999996"
"258","2600","10","0.05","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1097","6799","0","0.055"
"304","2600","10","0.09","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","311","6793","20","0.095"
"303","2600","10","0.08","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","386","6831","0","0.085"
"302","2600","10","0.07","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","451","6820","0","0.07500000000000001"
"305","2600","10","0.1","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","300","6543","269","0.10500000000000001"
"306","2600","10","0.11","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","250","6805","6","0.115"
"301","2600","10","0.06","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","553","6793","0","0.065"
"307","2600","10","0.12","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","295","5421","1373","0.125"
"308","2600","10","0.13","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","230","6238","575","0.135"
"299","2600","10","0.04","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","669","0","0","0.045"
"309","2600","10","0.14","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","210","6128","676","0.14500000000000002"
"310","2600","10","0.15","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","183","6739","52","0.155"
"311","2600","10","0.16","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","176","6099","717","0.165"
"316","2600","10","0","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","45","0","0","0.005"
"312","2600","10","0.17","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","157","6776","27","0.17500000000000002"
"317","2600","10","0.01","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","63","0","0","0.015"
"314","2600","10","0.19","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","149","5363","1442","0.195"
"313","2600","10","0.18","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","169","5254","1601","0.185"
"318","2600","10","0.02","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","67","0","0","0.025"
"315","2600","10","0.2","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","147","5380","1439","0.20500000000000002"
"319","2600","10","0.03","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","105","0","0","0.034999999999999996"
"236","2600","10","0.04","0","2200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1698","0","0","0.045"
"279","2600","10","0.05","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1091","6789","0","0.055"
"324","2600","10","0.08","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","368","6797","0","0.085"
"325","2600","10","0.09","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","309","6823","0","0.095"
"326","2600","10","0.1","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","287","6771","28","0.10500000000000001"
"323","2600","10","0.07","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","430","6806","0","0.07500000000000001"
"328","2600","10","0.12","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","228","6796","14","0.125"
"327","2600","10","0.11","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","252","6772","56","0.115"
"329","2600","10","0.13","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","222","6657","167","0.135"
"330","2600","10","0.14","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","192","6546","262","0.14500000000000002"
"331","2600","10","0.15","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","184","6588","268","0.155"
"332","2600","10","0.16","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","183","6207","637","0.165"
"333","2600","10","0.17","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","166","5859","973","0.17500000000000002"
"322","2600","10","0.06","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","601","6808","0","0.065"
"334","2600","10","0.18","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","156","6502","322","0.185"
"337","2600","10","0","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","64","0","0","0.005"
"300","2600","10","0.05","0","2800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","976","6811","0","0.055"
"338","2600","10","0.01","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","84","0","0","0.015"
"336","2600","10","0.2","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","150","5201","1608","0.20500000000000002"
"339","2600","10","0.02","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","126","0","0","0.025"
"335","2600","10","0.19","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","156","5547","1287","0.195"
"340","2600","10","0.03","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","118","0","0","0.034999999999999996"
"257","2600","10","0.04","0","2400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1677","0","0","0.045"
"346","2600","10","0.09","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","309","6797","0","0.095"
"347","2600","10","0.1","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","273","6799","0","0.10500000000000001"
"345","2600","10","0.08","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","368","6791","0","0.085"
"348","2600","10","0.11","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","259","6810","50","0.115"
"344","2600","10","0.07","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","432","6820","0","0.07500000000000001"
"349","2600","10","0.12","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","243","6695","141","0.125"
"350","2600","10","0.13","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","222","6322","512","0.135"
"341","2600","10","0.04","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","540","0","0","0.045"
"351","2600","10","0.14","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","189","6853","0","0.14500000000000002"
"352","2600","10","0.15","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","197","6255","565","0.155"
"353","2600","10","0.16","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","185","6078","799","0.165"
"354","2600","10","0.17","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","165","6572","320","0.17500000000000002"
"358","2600","10","0","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","46","0","0","0.005"
"355","2600","10","0.18","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","165","5841","961","0.185"
"215","2600","10","0.04","0","2000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","2467","0","0","0.045"
"359","2600","10","0.01","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","59","0","0","0.015"
"360","2600","10","0.02","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","79","0","0","0.025"
"356","2600","10","0.19","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","152","5869","956","0.195"
"357","2600","10","0.2","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","140","5990","803","0.20500000000000002"
"343","2600","10","0.06","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","577","6794","0","0.065"
"361","2600","10","0.03","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","226","0","0","0.034999999999999996"
"320","2600","10","0.04","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1027","0","0","0.045"
"321","2600","10","0.05","0","3000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1035","6790","0","0.055"
"369","2600","10","0.11","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","264","6671","134","0.115"
"367","2600","10","0.09","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","325","6814","0","0.095"
"368","2600","10","0.1","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","278","6802","0","0.10500000000000001"
"366","2600","10","0.08","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","366","6828","0","0.085"
"371","2600","10","0.13","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","207","6844","0","0.135"
"370","2600","10","0.12","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","267","6387","412","0.125"
"372","2600","10","0.14","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","224","5824","992","0.14500000000000002"
"373","2600","10","0.15","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","193","6372","455","0.155"
"374","2600","10","0.16","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","183","6486","415","0.165"
"365","2600","10","0.07","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","457","6790","0","0.07500000000000001"
"379","2600","10","0","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","46","0","0","0.005"
"380","2600","10","0.01","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","52","0","0","0.015"
"375","2600","10","0.17","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","167","6482","347","0.17500000000000002"
"376","2600","10","0.18","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","165","6073","762","0.185"
"381","2600","10","0.02","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","94","0","0","0.025"
"377","2600","10","0.19","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","153","6279","575","0.195"
"378","2600","10","0.2","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","157","5382","1458","0.20500000000000002"
"382","2600","10","0.03","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","129","0","0","0.034999999999999996"
"364","2600","10","0.06","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","571","6815","0","0.065"
"383","2600","10","0.04","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","354","0","0","0.045"
"388","2600","10","0.09","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","308","6828","0","0.095"
"387","2600","10","0.08","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","361","6845","0","0.085"
"362","2600","10","0.04","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","710","0","0","0.045"
"389","2600","10","0.1","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","283","6803","0","0.10500000000000001"
"390","2600","10","0.11","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","252","6841","16","0.115"
"391","2600","10","0.12","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","256","6582","215","0.125"
"393","2600","10","0.14","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","194","6689","101","0.14500000000000002"
"392","2600","10","0.13","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","210","6797","0","0.135"
"194","2600","10","0.04","0","1800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","3294","0","0","0.045"
"342","2600","10","0.05","0","3200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1076","6791","0","0.055"
"386","2600","10","0.07","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","460","6802","0","0.07500000000000001"
"394","2600","10","0.15","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","194","6431","399","0.155"
"400","2600","10","0","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","49","0","0","0.005"
"401","2600","10","0.01","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","50","0","0","0.015"
"395","2600","10","0.16","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","185","6141","704","0.165"
"402","2600","10","0.02","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","65","0","0","0.025"
"396","2600","10","0.17","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","175","6075","781","0.17500000000000002"
"397","2600","10","0.18","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","158","6101","740","0.185"
"398","2600","10","0.19","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","147","6482","371","0.195"
"399","2600","10","0.2","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","159","4215","2607","0.20500000000000002"
"403","2600","10","0.03","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","152","0","0","0.034999999999999996"
"404","2600","10","0.04","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","292","0","0","0.045"
"411","2600","10","0.11","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","240","6820","0","0.115"
"385","2600","10","0.06","0","3600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","612","6792","0","0.065"
"410","2600","10","0.1","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","273","6801","0","0.10500000000000001"
"409","2600","10","0.09","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","332","6816","0","0.095"
"413","2600","10","0.13","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","219","6612","220","0.135"
"415","2600","10","0.15","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","187","6729","74","0.155"
"412","2600","10","0.12","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","236","6806","27","0.125"
"408","2600","10","0.08","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","357","6875","0","0.085"
"414","2600","10","0.14","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","204","6443","367","0.14500000000000002"
"421","2600","10","0","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","50","0","0","0.005"
"417","2600","10","0.17","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","167","6273","516","0.17500000000000002"
"416","2600","10","0.16","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","184","6097","776","0.165"
"422","2600","10","0.01","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","54","0","0","0.015"
"418","2600","10","0.18","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","151","6830","65","0.185"
"419","2600","10","0.19","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","149","6503","312","0.195"
"420","2600","10","0.2","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","141","6415","380","0.20500000000000002"
"423","2600","10","0.02","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","85","0","0","0.025"
"407","2600","10","0.07","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","437","6812","0","0.07500000000000001"
"424","2600","10","0.03","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","138","0","0","0.034999999999999996"
"431","2600","10","0.1","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","272","6794","8","0.10500000000000001"
"363","2600","10","0.05","0","3400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1034","6810","0","0.055"
"430","2600","10","0.09","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","317","6849","0","0.095"
"429","2600","10","0.08","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","371","6860","0","0.085"
"406","2600","10","0.06","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","602","6804","0","0.065"
"432","2600","10","0.11","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","263","6788","7","0.115"
"433","2600","10","0.12","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","247","6572","217","0.125"
"435","2600","10","0.14","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","203","6790","21","0.14500000000000002"
"434","2600","10","0.13","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","210","6817","0","0.135"
"436","2600","10","0.15","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","182","6803","0","0.155"
"428","2600","10","0.07","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","450","6790","0","0.07500000000000001"
"442","2600","10","0","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","53","0","0","0.005"
